"Code";"Name";"Sex";"Age";"Year";"Value";"Measure Unit";"Attribute";
0000000;"POLAND";"total";"0";"2013";360195;"person";"";
0000000;"POLAND";"total";"0";"2014";366672;"person";"";
0000000;"POLAND";"total";"0";"2015";362130;"person";"";
0000000;"POLAND";"total";"0";"2016";375349;"person";"";
0000000;"POLAND";"total";"0";"2017";394247;"person";"";
0000000;"POLAND";"total";"0";"2018";379505;"person";"";
0000000;"POLAND";"total";"0";"2019";366971;"person";"";
0000000;"POLAND";"total";"0";"2020";343611;"person";"";
0000000;"POLAND";"total";"0";"2021";328809;"person";"";
0000000;"POLAND";"total";"0";"2022";299315;"person";"";
0000000;"POLAND";"total";"0";"2023";266966;"person";"";
0000000;"POLAND";"total";"1";"2013";388703;"person";"";
0000000;"POLAND";"total";"1";"2014";369254;"person";"";
0000000;"POLAND";"total";"1";"2015";374549;"person";"";
0000000;"POLAND";"total";"1";"2016";370902;"person";"";
0000000;"POLAND";"total";"1";"2017";384056;"person";"";
0000000;"POLAND";"total";"1";"2018";403298;"person";"";
0000000;"POLAND";"total";"1";"2019";387747;"person";"";
0000000;"POLAND";"total";"1";"2020";374272;"person";"";
0000000;"POLAND";"total";"1";"2021";349581;"person";"";
0000000;"POLAND";"total";"1";"2022";334114;"person";"";
0000000;"POLAND";"total";"1";"2023";304379;"person";"";
0000000;"POLAND";"total";"2";"2013";396675;"person";"";
0000000;"POLAND";"total";"2";"2014";388928;"person";"";
0000000;"POLAND";"total";"2";"2015";369462;"person";"";
0000000;"POLAND";"total";"2";"2016";375282;"person";"";
0000000;"POLAND";"total";"2";"2017";371673;"person";"";
0000000;"POLAND";"total";"2";"2018";385034;"person";"";
0000000;"POLAND";"total";"2";"2019";404307;"person";"";
0000000;"POLAND";"total";"2";"2020";392348;"person";"";
0000000;"POLAND";"total";"2";"2021";374820;"person";"";
0000000;"POLAND";"total";"2";"2022";349957;"person";"";
0000000;"POLAND";"total";"2";"2023";334484;"person";"";
0000000;"POLAND";"total";"3";"2013";414644;"person";"";
0000000;"POLAND";"total";"3";"2014";396687;"person";"";
0000000;"POLAND";"total";"3";"2015";388944;"person";"";
0000000;"POLAND";"total";"3";"2016";369937;"person";"";
0000000;"POLAND";"total";"3";"2017";375890;"person";"";
0000000;"POLAND";"total";"3";"2018";372498;"person";"";
0000000;"POLAND";"total";"3";"2019";386131;"person";"";
0000000;"POLAND";"total";"3";"2020";410771;"person";"";
0000000;"POLAND";"total";"3";"2021";392977;"person";"";
0000000;"POLAND";"total";"3";"2022";375326;"person";"";
0000000;"POLAND";"total";"3";"2023";350399;"person";"";
0000000;"POLAND";"total";"4";"2013";433879;"person";"";
0000000;"POLAND";"total";"4";"2014";414536;"person";"";
0000000;"POLAND";"total";"4";"2015";396590;"person";"";
0000000;"POLAND";"total";"4";"2016";389253;"person";"";
0000000;"POLAND";"total";"4";"2017";370285;"person";"";
0000000;"POLAND";"total";"4";"2018";376399;"person";"";
0000000;"POLAND";"total";"4";"2019";373308;"person";"";
0000000;"POLAND";"total";"4";"2020";394893;"person";"";
0000000;"POLAND";"total";"4";"2021";411497;"person";"";
0000000;"POLAND";"total";"4";"2022";393500;"person";"";
0000000;"POLAND";"total";"4";"2023";375760;"person";"";
0000000;"POLAND";"total";"5";"2013";431875;"person";"";
0000000;"POLAND";"total";"5";"2014";433638;"person";"";
0000000;"POLAND";"total";"5";"2015";414297;"person";"";
0000000;"POLAND";"total";"5";"2016";396766;"person";"";
0000000;"POLAND";"total";"5";"2017";389532;"person";"";
0000000;"POLAND";"total";"5";"2018";370652;"person";"";
0000000;"POLAND";"total";"5";"2019";376950;"person";"";
0000000;"POLAND";"total";"5";"2020";386818;"person";"";
0000000;"POLAND";"total";"5";"2021";395549;"person";"";
0000000;"POLAND";"total";"5";"2022";412114;"person";"";
0000000;"POLAND";"total";"5";"2023";393983;"person";"";
0000000;"POLAND";"total";"6";"2013";404041;"person";"";
0000000;"POLAND";"total";"6";"2014";431591;"person";"";
0000000;"POLAND";"total";"6";"2015";433361;"person";"";
0000000;"POLAND";"total";"6";"2016";414362;"person";"";
0000000;"POLAND";"total";"6";"2017";396921;"person";"";
0000000;"POLAND";"total";"6";"2018";389884;"person";"";
0000000;"POLAND";"total";"6";"2019";371070;"person";"";
0000000;"POLAND";"total";"6";"2020";390481;"person";"";
0000000;"POLAND";"total";"6";"2021";387480;"person";"";
0000000;"POLAND";"total";"6";"2022";396218;"person";"";
0000000;"POLAND";"total";"6";"2023";412755;"person";"";
0000000;"POLAND";"total";"7";"2013";383617;"person";"";
0000000;"POLAND";"total";"7";"2014";403755;"person";"";
0000000;"POLAND";"total";"7";"2015";431309;"person";"";
0000000;"POLAND";"total";"7";"2016";433398;"person";"";
0000000;"POLAND";"total";"7";"2017";414471;"person";"";
0000000;"POLAND";"total";"7";"2018";397116;"person";"";
0000000;"POLAND";"total";"7";"2019";390222;"person";"";
0000000;"POLAND";"total";"7";"2020";383946;"person";"";
0000000;"POLAND";"total";"7";"2021";390913;"person";"";
0000000;"POLAND";"total";"7";"2022";388110;"person";"";
0000000;"POLAND";"total";"7";"2023";396886;"person";"";
0000000;"POLAND";"total";"8";"2013";369354;"person";"";
0000000;"POLAND";"total";"8";"2014";383363;"person";"";
0000000;"POLAND";"total";"8";"2015";403495;"person";"";
0000000;"POLAND";"total";"8";"2016";431277;"person";"";
0000000;"POLAND";"total";"8";"2017";433428;"person";"";
0000000;"POLAND";"total";"8";"2018";414532;"person";"";
0000000;"POLAND";"total";"8";"2019";397291;"person";"";
0000000;"POLAND";"total";"8";"2020";403501;"person";"";
0000000;"POLAND";"total";"8";"2021";384194;"person";"";
0000000;"POLAND";"total";"8";"2022";391225;"person";"";
0000000;"POLAND";"total";"8";"2023";388468;"person";"";
0000000;"POLAND";"total";"9";"2013";357584;"person";"";
0000000;"POLAND";"total";"9";"2014";369086;"person";"";
0000000;"POLAND";"total";"9";"2015";383088;"person";"";
0000000;"POLAND";"total";"9";"2016";403433;"person";"";
0000000;"POLAND";"total";"9";"2017";431258;"person";"";
0000000;"POLAND";"total";"9";"2018";433506;"person";"";
0000000;"POLAND";"total";"9";"2019";414613;"person";"";
0000000;"POLAND";"total";"9";"2020";403356;"person";"";
0000000;"POLAND";"total";"9";"2021";403727;"person";"";
0000000;"POLAND";"total";"9";"2022";384381;"person";"";
0000000;"POLAND";"total";"9";"2023";391480;"person";"";
0000000;"POLAND";"total";"10";"2013";351292;"person";"";
0000000;"POLAND";"total";"10";"2014";357334;"person";"";
0000000;"POLAND";"total";"10";"2015";368834;"person";"";
0000000;"POLAND";"total";"10";"2016";383013;"person";"";
0000000;"POLAND";"total";"10";"2017";403391;"person";"";
0000000;"POLAND";"total";"10";"2018";431229;"person";"";
0000000;"POLAND";"total";"10";"2019";433531;"person";"";
0000000;"POLAND";"total";"10";"2020";427260;"person";"";
0000000;"POLAND";"total";"10";"2021";403460;"person";"";
0000000;"POLAND";"total";"10";"2022";403875;"person";"";
0000000;"POLAND";"total";"10";"2023";384580;"person";"";
0000000;"POLAND";"total";"11";"2013";354742;"person";"";
0000000;"POLAND";"total";"11";"2014";350999;"person";"";
0000000;"POLAND";"total";"11";"2015";357040;"person";"";
0000000;"POLAND";"total";"11";"2016";368764;"person";"";
0000000;"POLAND";"total";"11";"2017";382947;"person";"";
0000000;"POLAND";"total";"11";"2018";403360;"person";"";
0000000;"POLAND";"total";"11";"2019";431234;"person";"";
0000000;"POLAND";"total";"11";"2020";431468;"person";"";
0000000;"POLAND";"total";"11";"2021";427311;"person";"";
0000000;"POLAND";"total";"11";"2022";403519;"person";"";
0000000;"POLAND";"total";"11";"2023";403998;"person";"";
0000000;"POLAND";"total";"12";"2013";367200;"person";"";
0000000;"POLAND";"total";"12";"2014";354479;"person";"";
0000000;"POLAND";"total";"12";"2015";350732;"person";"";
0000000;"POLAND";"total";"12";"2016";356956;"person";"";
0000000;"POLAND";"total";"12";"2017";368683;"person";"";
0000000;"POLAND";"total";"12";"2018";382858;"person";"";
0000000;"POLAND";"total";"12";"2019";403353;"person";"";
0000000;"POLAND";"total";"12";"2020";425641;"person";"";
0000000;"POLAND";"total";"12";"2021";431499;"person";"";
0000000;"POLAND";"total";"12";"2022";427359;"person";"";
0000000;"POLAND";"total";"12";"2023";403615;"person";"";
0000000;"POLAND";"total";"13";"2013";377259;"person";"";
0000000;"POLAND";"total";"13";"2014";366888;"person";"";
0000000;"POLAND";"total";"13";"2015";354144;"person";"";
0000000;"POLAND";"total";"13";"2016";350652;"person";"";
0000000;"POLAND";"total";"13";"2017";356881;"person";"";
0000000;"POLAND";"total";"13";"2018";368595;"person";"";
0000000;"POLAND";"total";"13";"2019";382815;"person";"";
0000000;"POLAND";"total";"13";"2020";396900;"person";"";
0000000;"POLAND";"total";"13";"2021";425617;"person";"";
0000000;"POLAND";"total";"13";"2022";431476;"person";"";
0000000;"POLAND";"total";"13";"2023";427396;"person";"";
0000000;"POLAND";"total";"14";"2013";380366;"person";"";
0000000;"POLAND";"total";"14";"2014";376941;"person";"";
0000000;"POLAND";"total";"14";"2015";366589;"person";"";
0000000;"POLAND";"total";"14";"2016";354020;"person";"";
0000000;"POLAND";"total";"14";"2017";350556;"person";"";
0000000;"POLAND";"total";"14";"2018";356776;"person";"";
0000000;"POLAND";"total";"14";"2019";368544;"person";"";
0000000;"POLAND";"total";"14";"2020";376383;"person";"";
0000000;"POLAND";"total";"14";"2021";396848;"person";"";
0000000;"POLAND";"total";"14";"2022";425555;"person";"";
0000000;"POLAND";"total";"14";"2023";431479;"person";"";
0000000;"POLAND";"total";"15";"2013";391481;"person";"";
0000000;"POLAND";"total";"15";"2014";380077;"person";"";
0000000;"POLAND";"total";"15";"2015";376618;"person";"";
0000000;"POLAND";"total";"15";"2016";366473;"person";"";
0000000;"POLAND";"total";"15";"2017";353875;"person";"";
0000000;"POLAND";"total";"15";"2018";350441;"person";"";
0000000;"POLAND";"total";"15";"2019";356691;"person";"";
0000000;"POLAND";"total";"15";"2020";362078;"person";"";
0000000;"POLAND";"total";"15";"2021";376305;"person";"";
0000000;"POLAND";"total";"15";"2022";396766;"person";"";
0000000;"POLAND";"total";"15";"2023";425511;"person";"";
0000000;"POLAND";"total";"16";"2013";407957;"person";"";
0000000;"POLAND";"total";"16";"2014";391173;"person";"";
0000000;"POLAND";"total";"16";"2015";379767;"person";"";
0000000;"POLAND";"total";"16";"2016";376448;"person";"";
0000000;"POLAND";"total";"16";"2017";366308;"person";"";
0000000;"POLAND";"total";"16";"2018";353738;"person";"";
0000000;"POLAND";"total";"16";"2019";350324;"person";"";
0000000;"POLAND";"total";"16";"2020";350213;"person";"";
0000000;"POLAND";"total";"16";"2021";361960;"person";"";
0000000;"POLAND";"total";"16";"2022";376208;"person";"";
0000000;"POLAND";"total";"16";"2023";396691;"person";"";
0000000;"POLAND";"total";"17";"2013";424498;"person";"";
0000000;"POLAND";"total";"17";"2014";407595;"person";"";
0000000;"POLAND";"total";"17";"2015";390846;"person";"";
0000000;"POLAND";"total";"17";"2016";379593;"person";"";
0000000;"POLAND";"total";"17";"2017";376250;"person";"";
0000000;"POLAND";"total";"17";"2018";366102;"person";"";
0000000;"POLAND";"total";"17";"2019";353604;"person";"";
0000000;"POLAND";"total";"17";"2020";343597;"person";"";
0000000;"POLAND";"total";"17";"2021";350094;"person";"";
0000000;"POLAND";"total";"17";"2022";361808;"person";"";
0000000;"POLAND";"total";"17";"2023";376051;"person";"";
0000000;"POLAND";"total";"18";"2013";436369;"person";"";
0000000;"POLAND";"total";"18";"2014";424070;"person";"";
0000000;"POLAND";"total";"18";"2015";407206;"person";"";
0000000;"POLAND";"total";"18";"2016";390602;"person";"";
0000000;"POLAND";"total";"18";"2017";379344;"person";"";
0000000;"POLAND";"total";"18";"2018";376015;"person";"";
0000000;"POLAND";"total";"18";"2019";365911;"person";"";
0000000;"POLAND";"total";"18";"2020";347581;"person";"";
0000000;"POLAND";"total";"18";"2021";343408;"person";"";
0000000;"POLAND";"total";"18";"2022";349857;"person";"";
0000000;"POLAND";"total";"18";"2023";361668;"person";"";
0000000;"POLAND";"total";"19";"2013";464004;"person";"";
0000000;"POLAND";"total";"19";"2014";435582;"person";"";
0000000;"POLAND";"total";"19";"2015";423279;"person";"";
0000000;"POLAND";"total";"19";"2016";406650;"person";"";
0000000;"POLAND";"total";"19";"2017";389959;"person";"";
0000000;"POLAND";"total";"19";"2018";378697;"person";"";
0000000;"POLAND";"total";"19";"2019";375390;"person";"";
0000000;"POLAND";"total";"19";"2020";359464;"person";"";
0000000;"POLAND";"total";"19";"2021";347128;"person";"";
0000000;"POLAND";"total";"19";"2022";342771;"person";"";
0000000;"POLAND";"total";"19";"2023";349175;"person";"";
0000000;"POLAND";"total";"20";"2013";483068;"person";"";
0000000;"POLAND";"total";"20";"2014";463417;"person";"";
0000000;"POLAND";"total";"20";"2015";435049;"person";"";
0000000;"POLAND";"total";"20";"2016";422957;"person";"";
0000000;"POLAND";"total";"20";"2017";406303;"person";"";
0000000;"POLAND";"total";"20";"2018";389592;"person";"";
0000000;"POLAND";"total";"20";"2019";378429;"person";"";
0000000;"POLAND";"total";"20";"2020";368940;"person";"";
0000000;"POLAND";"total";"20";"2021";359122;"person";"";
0000000;"POLAND";"total";"20";"2022";346703;"person";"";
0000000;"POLAND";"total";"20";"2023";342452;"person";"";
0000000;"POLAND";"total";"21";"2013";501682;"person";"";
0000000;"POLAND";"total";"21";"2014";482484;"person";"";
0000000;"POLAND";"total";"21";"2015";462839;"person";"";
0000000;"POLAND";"total";"21";"2016";434729;"person";"";
0000000;"POLAND";"total";"21";"2017";422656;"person";"";
0000000;"POLAND";"total";"21";"2018";405983;"person";"";
0000000;"POLAND";"total";"21";"2019";389355;"person";"";
0000000;"POLAND";"total";"21";"2020";372285;"person";"";
0000000;"POLAND";"total";"21";"2021";368658;"person";"";
0000000;"POLAND";"total";"21";"2022";358705;"person";"";
0000000;"POLAND";"total";"21";"2023";346448;"person";"";
0000000;"POLAND";"total";"22";"2013";531952;"person";"";
0000000;"POLAND";"total";"22";"2014";501134;"person";"";
0000000;"POLAND";"total";"22";"2015";481952;"person";"";
0000000;"POLAND";"total";"22";"2016";462479;"person";"";
0000000;"POLAND";"total";"22";"2017";434395;"person";"";
0000000;"POLAND";"total";"22";"2018";422354;"person";"";
0000000;"POLAND";"total";"22";"2019";405738;"person";"";
0000000;"POLAND";"total";"22";"2020";383713;"person";"";
0000000;"POLAND";"total";"22";"2021";372015;"person";"";
0000000;"POLAND";"total";"22";"2022";368295;"person";"";
0000000;"POLAND";"total";"22";"2023";358441;"person";"";
0000000;"POLAND";"total";"23";"2013";544488;"person";"";
0000000;"POLAND";"total";"23";"2014";531419;"person";"";
0000000;"POLAND";"total";"23";"2015";500621;"person";"";
0000000;"POLAND";"total";"23";"2016";481594;"person";"";
0000000;"POLAND";"total";"23";"2017";462133;"person";"";
0000000;"POLAND";"total";"23";"2018";434113;"person";"";
0000000;"POLAND";"total";"23";"2019";422099;"person";"";
0000000;"POLAND";"total";"23";"2020";400520;"person";"";
0000000;"POLAND";"total";"23";"2021";383440;"person";"";
0000000;"POLAND";"total";"23";"2022";371632;"person";"";
0000000;"POLAND";"total";"23";"2023";368010;"person";"";
0000000;"POLAND";"total";"24";"2013";549252;"person";"";
0000000;"POLAND";"total";"24";"2014";543854;"person";"";
0000000;"POLAND";"total";"24";"2015";530822;"person";"";
0000000;"POLAND";"total";"24";"2016";500242;"person";"";
0000000;"POLAND";"total";"24";"2017";481243;"person";"";
0000000;"POLAND";"total";"24";"2018";461835;"person";"";
0000000;"POLAND";"total";"24";"2019";433848;"person";"";
0000000;"POLAND";"total";"24";"2020";416971;"person";"";
0000000;"POLAND";"total";"24";"2021";400226;"person";"";
0000000;"POLAND";"total";"24";"2022";383096;"person";"";
0000000;"POLAND";"total";"24";"2023";371380;"person";"";
0000000;"POLAND";"total";"25";"2013";566374;"person";"";
0000000;"POLAND";"total";"25";"2014";548601;"person";"";
0000000;"POLAND";"total";"25";"2015";543214;"person";"";
0000000;"POLAND";"total";"25";"2016";530425;"person";"";
0000000;"POLAND";"total";"25";"2017";499895;"person";"";
0000000;"POLAND";"total";"25";"2018";480904;"person";"";
0000000;"POLAND";"total";"25";"2019";461527;"person";"";
0000000;"POLAND";"total";"25";"2020";429292;"person";"";
0000000;"POLAND";"total";"25";"2021";416661;"person";"";
0000000;"POLAND";"total";"25";"2022";399849;"person";"";
0000000;"POLAND";"total";"25";"2023";382869;"person";"";
0000000;"POLAND";"total";"26";"2013";577107;"person";"";
0000000;"POLAND";"total";"26";"2014";565720;"person";"";
0000000;"POLAND";"total";"26";"2015";547944;"person";"";
0000000;"POLAND";"total";"26";"2016";542835;"person";"";
0000000;"POLAND";"total";"26";"2017";530001;"person";"";
0000000;"POLAND";"total";"26";"2018";499594;"person";"";
0000000;"POLAND";"total";"26";"2019";480579;"person";"";
0000000;"POLAND";"total";"26";"2020";457039;"person";"";
0000000;"POLAND";"total";"26";"2021";429006;"person";"";
0000000;"POLAND";"total";"26";"2022";416335;"person";"";
0000000;"POLAND";"total";"26";"2023";399640;"person";"";
0000000;"POLAND";"total";"27";"2013";602508;"person";"";
0000000;"POLAND";"total";"27";"2014";576350;"person";"";
0000000;"POLAND";"total";"27";"2015";564978;"person";"";
0000000;"POLAND";"total";"27";"2016";547514;"person";"";
0000000;"POLAND";"total";"27";"2017";542463;"person";"";
0000000;"POLAND";"total";"27";"2018";529649;"person";"";
0000000;"POLAND";"total";"27";"2019";499288;"person";"";
0000000;"POLAND";"total";"27";"2020";476593;"person";"";
0000000;"POLAND";"total";"27";"2021";456663;"person";"";
0000000;"POLAND";"total";"27";"2022";428685;"person";"";
0000000;"POLAND";"total";"27";"2023";416141;"person";"";
0000000;"POLAND";"total";"28";"2013";637626;"person";"";
0000000;"POLAND";"total";"28";"2014";601662;"person";"";
0000000;"POLAND";"total";"28";"2015";575551;"person";"";
0000000;"POLAND";"total";"28";"2016";564495;"person";"";
0000000;"POLAND";"total";"28";"2017";547056;"person";"";
0000000;"POLAND";"total";"28";"2018";542024;"person";"";
0000000;"POLAND";"total";"28";"2019";529299;"person";"";
0000000;"POLAND";"total";"28";"2020";495894;"person";"";
0000000;"POLAND";"total";"28";"2021";476234;"person";"";
0000000;"POLAND";"total";"28";"2022";456199;"person";"";
0000000;"POLAND";"total";"28";"2023";428474;"person";"";
0000000;"POLAND";"total";"29";"2013";657703;"person";"";
0000000;"POLAND";"total";"29";"2014";636736;"person";"";
0000000;"POLAND";"total";"29";"2015";600776;"person";"";
0000000;"POLAND";"total";"29";"2016";575079;"person";"";
0000000;"POLAND";"total";"29";"2017";563999;"person";"";
0000000;"POLAND";"total";"29";"2018";546647;"person";"";
0000000;"POLAND";"total";"29";"2019";541579;"person";"";
0000000;"POLAND";"total";"29";"2020";526428;"person";"";
0000000;"POLAND";"total";"29";"2021";495468;"person";"";
0000000;"POLAND";"total";"29";"2022";475799;"person";"";
0000000;"POLAND";"total";"29";"2023";455927;"person";"";
0000000;"POLAND";"males";"0";"2013";184960;"person";"";
0000000;"POLAND";"males";"0";"2014";188626;"person";"";
0000000;"POLAND";"males";"0";"2015";185992;"person";"";
